[13:04:05] [LOGGING]	 STARTING LOGGING
[13:46:27] [PLAYER]	 [0]speaking false
[13:46:27] [TTS]	 End speaking
[13:46:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,3789501
[13:46:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre le => 0,5964463
[13:46:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance => 0,5671241
[13:46:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance => 0,6651528
[13:46:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance ton systaime => 0,7650726
[13:46:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance ton systaime => 0,7219837
[13:46:30] [ENGINE - Default]	 RECOGNIZED Speech: 0,7770337 (0,65) / 0,8586453 (OVER) Device:  Text: OVER relance ton systaime
[13:46:30] [ENGINE - Default]	 RECOGNIZED Speech: 0,7770337 (0,65) / 0,8586453 (OVER) Device:  Text: OVER relance ton systaime
[13:46:30] [CONTEXT]	 Reset timeout
[13:46:30] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.7770337&client=OVER1&profile=Unknow_6087&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:46:30] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.7770337&client=OVER1&profile=Unknow_6087&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:46:30] [TTS]	 Try speaking ... Je relance mon système
[13:46:30] [TTS]	 [0] Say: Je relance mon système
[13:46:30] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.7307418&client=OVER1&profile=Unknow_714&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:46:30] [TTS]	 Try speaking ... Je relance mon système
[13:46:30] [PLAYER]	 [0]Start Player
[13:46:31] [PLAYER]	 [0]Start Player
[13:46:33] [PLAYER]	 [0]End Player
[13:46:33] [PLAYER]	 [0]speaking false
[13:46:33] [TTS]	 End speaking
[13:46:33] [ENGINE - Default]	 SpeechRecognized: 2827,5717ms Text: OVER relance ton systaime
[13:46:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:46:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,4247332
[13:46:45] [RTPCLIENT]	 Stop RTPClient
[13:46:45] [RTPCLIENT]	 Stop RTPClient
[13:46:45] [RTPCLIENT]	 Stop RTPClient ... Done
[13:46:45] [RTPCLIENT]	 Stop RTPClient ... Done
[13:46:45] [ENGINE - File]	 Stop listening...done
[13:46:45] [ENGINE - Default]	 Stop listening...done
[13:46:46] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:46:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre => 0,6690426
[13:46:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance => 0,7651854
[13:46:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance ton => 0,8441718
[13:46:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance ton systaime => 0,8747628
[13:46:48] [ENGINE - Default]	 RECOGNIZED Speech: 0,8776143 (0,65) / 0,8637584 (OVER) Device:  Text: OVER relance ton systaime
[13:46:48] [ENGINE - Default]	 RECOGNIZED Speech: 0,8776143 (0,65) / 0,8637584 (OVER) Device:  Text: OVER relance ton systaime
[13:46:48] [CONTEXT]	 Reset timeout
[13:46:48] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.8776143&client=OVER1&profile=Unknow_6087&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:46:48] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.8776143&client=OVER1&profile=Unknow_6087&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:46:48] [TTS]	 Try speaking ... Je relance mon système
[13:46:48] [TTS]	 [0] Say: Je relance mon système
[13:46:48] [PLAYER]	 [0]Start Player
[13:46:50] [PLAYER]	 [0]End Player
[13:46:50] [PLAYER]	 [0]speaking false
[13:46:50] [TTS]	 End speaking
[13:46:50] [ENGINE - Default]	 SpeechRecognized: 2706,5925ms Text: OVER relance ton systaime
[13:46:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:46:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,2097485
[13:46:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,17447
[13:47:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux => 0,1931707
[13:47:02] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux me => 0,3209085
[13:47:05] [LOGGING]	 STARTING LOGGING
[13:47:05] [INIT]	 ==========================================
[13:47:06] [INIT]	 S.A.R.A.H. => MICRO
[13:47:06] [INIT]	 ==========================================
[13:47:06] [INIT]	 Server: http://127.0.0.1:8080
[13:47:06] [INIT]	 Confidence: 0,65
[13:47:06] [INIT]	 ==========================================
[13:47:06] [HTTP]	 Exception: Failed to start HTTP server
[13:47:06] [HTTP]	 Exception: Failed to start HTTP server
[13:47:06] [WATCHER]	 Stop watching
[13:47:06] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:47:06] [GRAMMAR]	 Add to context list: time.xml
[13:47:06] [WATCHER]	 Watching directory: macros
[13:47:06] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:47:06] [GRAMMAR]	 Add to context list: jarvis.xml
[13:47:06] [WATCHER]	 Watching directory: plugins
[13:47:06] [WATCHER]	 Start watching
[13:47:06] [GRAMMAR]	 Context: default
[13:47:06] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:47:06] [GRAMMAR]	 File: Load Grammar to Engine
[13:47:06] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:47:06] [GRAMMAR]	 File: Load Grammar to Engine
[13:47:06] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:47:06] [ENGINE - File]	 Init recognizer
[13:47:06] [ENGINE - File]	 AudioLevel: 0
[13:47:07] [ENGINE - File]	 MaxAlternates: 1
[13:47:07] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:47:07] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:47:07] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:47:07] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:47:07] [GRAMMAR]	 Default: Load Grammar to Engine
[13:47:07] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:47:07] [GRAMMAR]	 Default: Load Grammar to Engine
[13:47:07] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:47:07] [ENGINE - Default]	 Init recognizer
[13:47:07] [ENGINE - Default]	 AudioLevel: 0
[13:47:07] [ENGINE - Default]	 MaxAlternates: 1
[13:47:07] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:47:07] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:47:07] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:47:07] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:47:07] [ENGINE - Default]	 Start listening
[13:47:07] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:47:07] [ENGINE]	 [Default] level: 0 state: Stopped
[13:47:07] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:47:07] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:47:07] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:47:07] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:47:07] [ENGINE]	 Restart timeout: 3600000
[13:47:08] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:47:08] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:47:08] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:47:09] [PLAYER]	 [0]Start Player
[13:47:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,1000317
[13:47:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,06148781
[13:47:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,18385
[13:47:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,03748536
[13:47:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est => 0,001
[13:47:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,02725827
[13:47:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1930802
[13:47:10] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,152944
[13:47:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle heure => 0,1072296
[13:47:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2316343
[13:47:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:47:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,3154984
[13:47:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche => 0,1727565
[13:47:13] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,2073157
[13:47:13] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche le => 0,2204325
[13:47:13] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche les images => 0,3713859
[13:47:14] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,1751349
[13:47:15] [PLAYER]	 [0]End Player
[13:47:15] [PLAYER]	 [0]speaking false
[13:47:15] [TTS]	 End speaking
[13:47:18] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux => 0,4081575
[13:47:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux me => 0,4093402
[13:47:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,001
[13:47:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER éteind le => 0,01959727
[13:47:21] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:47:21] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,001
[13:47:21] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,001
[13:47:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,04024445
[13:47:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle heure => 0,01317689
[13:47:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:47:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,3004088
[13:47:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2197313
[13:47:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1817808
[13:47:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,03142821
[13:47:26] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,03681733
[13:47:29] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux me => 0,1378896
[13:47:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,001
[13:47:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2884154
[13:47:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre le => 0,5990968
[13:47:43] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre le => 0,6127909
[13:47:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance => 0,8595006
[13:47:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance ton => 0,897604
[13:47:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance ton systaime => 0,8965249
[13:47:46] [ENGINE - Default]	 RECOGNIZED Speech: 0,9158637 (0,65) / 0,8958219 (OVER) Device:  Text: OVER relance ton systaime
[13:47:46] [ENGINE - Default]	 RECOGNIZED Speech: 0,9158637 (0,65) / 0,8958219 (OVER) Device:  Text: OVER relance ton systaime
[13:47:46] [CONTEXT]	 Reset timeout
[13:47:46] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.9158637&client=OVER1&profile=Unknow_6087&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:47:46] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.9158637&client=OVER1&profile=Unknow_6087&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:47:46] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.9144472&client=OVER1&profile=Unknow_6210&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:47:46] [TTS]	 Try speaking ... Je relance mon système
[13:47:46] [TTS]	 [0] Say: Je relance mon système
[13:47:47] [PLAYER]	 [0]Start Player
[13:47:49] [PLAYER]	 [0]End Player
[13:47:49] [PLAYER]	 [0]speaking false
[13:47:49] [TTS]	 End speaking
[13:47:49] [ENGINE - Default]	 SpeechRecognized: 3347,105ms Text: OVER relance ton systaime
[13:47:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,137521
[13:47:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER lance => 0,7831515
[13:47:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER lance ta => 0,5888258
[13:47:49] [ENGINE - Default]	 RECOGNIZED Speech: 0,7588605 (0,65) / 0,8965002 (OVER) Device:  Text: OVER relance
[13:47:49] [ENGINE - Default]	 RECOGNIZED Speech: 0,7588605 (0,65) / 0,8965002 (OVER) Device:  Text: OVER relance
[13:47:49] [CONTEXT]	 Reset timeout
[13:47:49] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=f5&confidence=0.7588605&client=OVER1&profile=Unknow_6087&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:47:49] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=f5&confidence=0.7588605&client=OVER1&profile=Unknow_6087&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:47:49] [TTS]	 Try speaking ... voilà
[13:47:49] [TTS]	 [0] Say: voilà
[13:47:49] [PLAYER]	 [0]Start Player
[13:47:49] [PLAYER]	 [0]End Player
[13:47:49] [PLAYER]	 [0]speaking false
[13:47:49] [TTS]	 End speaking
[13:47:49] [ENGINE - Default]	 SpeechRecognized: 5023,5642ms Text: OVER relance ton systaime
[13:47:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:47:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER lance => 0,7678653
[13:47:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance => 0,8002231
[13:47:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER lance ta => 0,5849922
[13:47:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:47:50] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2047465
[13:47:51] [PLAYER]	 [0]End Player
[13:47:51] [PLAYER]	 [0]speaking false
[13:47:51] [TTS]	 End speaking
[13:47:51] [ENGINE - Default]	 SpeechRecognized: 1795,1041ms Text: OVER relance
[13:47:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:47:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,550252
[13:47:54] [RTPCLIENT]	 Stop RTPClient
[13:47:54] [RTPCLIENT]	 Stop RTPClient
[13:47:54] [RTPCLIENT]	 Stop RTPClient ... Done
[13:47:54] [RTPCLIENT]	 Stop RTPClient ... Done
[13:47:54] [ENGINE - File]	 Stop listening...done
[13:47:54] [ENGINE - Default]	 RecognizeCompleted (47:54.6): <null>
[13:47:54] [ENGINE - Default]	 Stop listening...done
[13:48:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,175376
[13:48:34] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,4320849
[13:48:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,4603336
[13:49:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,1962805
[13:49:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux => 0,2812606
[13:49:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux me => 0,2318029
[13:49:12] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure => 0,3841141
[13:49:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:49:57] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,04048396
[13:49:57] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2129783
[13:49:58] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,2187104
[13:49:58] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:49:58] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,1962981
[13:49:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER reviens => 0,385056
[13:49:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,2548063
[13:50:00] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,5176175
[13:50:00] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,4114611
[13:50:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,3041097
[13:50:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche le home => 0,3905523
[13:50:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir la => 0,1977468
[13:50:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,3163399
[13:50:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1607106
[13:50:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER active => 0,09530616
[13:50:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,5547369
[13:50:49] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2726744
[13:50:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:50:53] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ouvre => 0,4353563
[13:50:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux tu => 0,001
[13:50:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,001
[13:50:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux tu => 0,001
[13:51:36] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:51:37] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,08390959
[13:51:37] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,201615
[13:51:37] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux => 0,1799618
[13:51:38] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,01273795
[13:52:15] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1813839
[13:52:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux => 0,1862902
[13:52:26] [RTPCLIENT]	 Stop RTPClient
[13:52:26] [RTPCLIENT]	 Stop RTPClient
[13:52:26] [RTPCLIENT]	 Stop RTPClient ... Done
[13:52:26] [RTPCLIENT]	 Stop RTPClient ... Done
[13:52:26] [ENGINE - File]	 Stop listening...done
[13:52:26] [ENGINE - Default]	 Stop listening...done
[13:53:50] [LOGGING]	 STARTING LOGGING
[13:53:50] [INIT]	 ==========================================
[13:53:50] [INIT]	 S.A.R.A.H. => MICRO
[13:53:50] [INIT]	 ==========================================
[13:53:50] [INIT]	 Server: http://127.0.0.1:8080
[13:53:50] [INIT]	 Confidence: 0,65
[13:53:50] [INIT]	 ==========================================
[13:53:50] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:53:50] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:53:50] [WATCHER]	 Stop watching
[13:53:50] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:53:50] [GRAMMAR]	 Add to context list: time.xml
[13:53:50] [WATCHER]	 Watching directory: macros
[13:53:50] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:53:50] [GRAMMAR]	 Add to context list: jarvis.xml
[13:53:50] [WATCHER]	 Watching directory: plugins
[13:53:50] [WATCHER]	 Start watching
[13:53:50] [GRAMMAR]	 Context: default
[13:53:50] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:53:50] [GRAMMAR]	 File: Load Grammar to Engine
[13:53:51] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:53:51] [GRAMMAR]	 File: Load Grammar to Engine
[13:53:51] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:53:51] [ENGINE - File]	 Init recognizer
[13:53:51] [ENGINE - File]	 AudioLevel: 0
[13:53:51] [ENGINE - File]	 MaxAlternates: 1
[13:53:51] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:53:51] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:53:51] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:53:51] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:53:51] [GRAMMAR]	 Default: Load Grammar to Engine
[13:53:51] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:53:51] [GRAMMAR]	 Default: Load Grammar to Engine
[13:53:51] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:53:51] [ENGINE - Default]	 Init recognizer
[13:53:51] [ENGINE - Default]	 AudioLevel: 0
[13:53:51] [ENGINE - Default]	 MaxAlternates: 1
[13:53:51] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:53:51] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:53:51] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:53:51] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:53:51] [ENGINE - Default]	 Start listening
[13:53:51] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:53:52] [ENGINE]	 [Default] level: 0 state: Stopped
[13:53:52] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:53:52] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:53:52] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:53:52] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:53:52] [ENGINE]	 Restart timeout: 3600000
